id,y,pred,diff
741,-44.383305,4.098301,48.481606
742,-9.595164,24.6032,34.198364
743,-41.84822,16.391073,58.239296
744,23.384914,-6.448419,29.833334
745,9.093777,-5.2737975,14.367575
746,2.994876,39.15455,36.15967
747,42.10803,13.73419,28.373838
748,36.02917,27.043554,8.985617
749,-17.656126,7.189154,24.84528
750,-133.85574,29.502966,163.3587
751,-24.52943,-26.89837,2.3689404
752,-22.458597,-37.402905,14.944307
753,-16.575043,14.977209,31.552252
754,9.160441,-2.6312804,11.791721
755,-19.027933,-8.689875,10.338058
756,-1.1663574,28.058691,29.225048
757,-138.63321,32.477913,171.11111
758,-10.157926,22.020178,32.178104
759,26.976894,26.228796,0.7480984
760,-38.918175,24.303564,63.22174
761,-69.69248,29.838263,99.53075
762,-16.235088,-3.9058166,12.329271
763,59.790585,32.05558,27.735004
764,-29.122883,-23.410517,5.712366
765,33.149437,22.982367,10.16707
766,21.125084,12.348394,8.77669
767,15.303109,26.82514,11.522031
768,43.31737,19.254705,24.062666
769,469.9794,34.785896,435.1935
770,42.182236,-11.416559,53.598793
771,-12.375442,2.204596,14.580038
772,-45.304558,18.675573,63.980133
773,-12.127741,3.0385194,15.16626
774,42.576645,29.673223,12.903421
775,-23.935177,36.07972,60.014896
776,32.416683,0.5481628,31.86852
777,17.15819,-25.701307,42.859497
778,7.5191846,24.646124,17.12694
779,-27.991158,17.25031,45.24147
780,-5.7855034,14.383314,20.168818
781,-18.809053,29.290289,48.099342
782,10.878004,22.45307,11.575066
783,-8.281721,37.04389,45.325615
784,-10.004406,32.08027,42.084675
785,35.053143,26.672155,8.380987
786,-20.892817,26.954473,47.84729
787,245.88925,-20.930658,266.81992
788,52.161648,5.0852113,47.076435
789,-14.5485735,8.808355,23.35693
790,-26.39207,8.429388,34.821457
791,-19.119234,-33.23394,14.114706
792,28.287006,24.244452,4.042555
793,9.025549,30.940863,21.915314
794,-13.95923,24.162306,38.121536
795,-19.328026,-6.748834,12.579191
796,44.654858,-10.310297,54.965157
797,5.8487644,33.104378,27.255613
798,-10.373969,24.949408,35.323376
799,-44.06572,21.992651,66.05837
800,-10.290793,33.878304,44.169098
801,-38.109985,28.43836,66.54835
802,-1.0457981,-1.3111206,0.26532257
803,-19.333416,15.589392,34.922806
804,-4.5480585,28.762457,33.310516
805,69.77384,28.277456,41.496384
806,51.574284,27.054037,24.520247
807,43.00058,30.555548,12.445032
808,2.824561,26.522009,23.697449
809,65.034615,-1.6140686,66.64868
810,-27.904827,9.533422,37.438248
811,-10.146653,16.930746,27.0774
812,37.222137,22.607397,14.61474
813,10.965339,-27.634394,38.59973
814,-15.881234,12.19898,28.080215
815,-19.764307,0.3319153,20.096222
816,-14.538001,38.15925,52.69725
817,-33.72425,25.255987,58.98024
818,67.406685,27.354498,40.052185
819,-10.960061,-6.454889,4.5051723
820,1.1694963,-22.394373,23.56387
821,-39.522766,17.719305,57.242073
822,-4.839244,30.981573,35.820816
823,-21.431648,-2.1717467,19.259901
824,-62.03522,14.361944,76.39716
825,-34.68,20.46424,55.14424
826,-16.016005,20.506506,36.52251
827,4.2508054,20.812033,16.561228
828,-17.639751,25.468725,43.108475
829,-45.871326,-6.26275,39.608578
830,-51.511482,-3.4684691,48.043015
831,-17.278387,5.9136415,23.192028
832,-34.362026,10.472357,44.83438
833,-12.600543,71.823006,84.423546
834,-27.129814,-21.103632,6.026182
835,-9.584837,18.255697,27.840534
836,3.562504,-25.311335,28.873838
837,-10.495684,-20.680658,10.184975
838,-14.831741,5.3373475,20.169088
839,2.8604243,21.78736,18.926935
840,100.44398,30.529852,69.91412
841,6.5270157,26.219427,19.692411
842,-6.4433765,-19.476557,13.03318
843,-48.847614,26.896887,75.7445
844,34.4934,31.872503,2.6208973
845,-13.979574,17.357244,31.336819
846,-11.53935,-10.607111,0.9322386
847,37.102882,25.99201,11.110872
848,-1.5907791,27.70307,29.293848
849,-7.4748664,5.3217835,12.79665
850,-0.7086129,32.362373,33.070988
851,-55.59113,27.90058,83.49171
852,61.452503,35.345222,26.10728
853,-6.2363186,15.647406,21.883724
854,5.480617,39.65162,34.171
855,-15.302268,31.616705,46.918972
856,-8.207605,32.666695,40.8743
857,-28.820318,-41.673576,12.853258
858,-52.974316,-12.266901,40.707413
859,41.080193,35.70069,5.3795013
860,-27.906635,31.134893,59.041527
861,-3.1326976,33.78376,36.91646
862,1.7669289,26.964788,25.197859
863,-21.324873,-0.246698,21.078175
864,-3.7985427,24.43189,28.230433
865,-17.84003,-7.1169677,10.7230625
866,-14.488943,15.286596,29.77554
867,-0.3015359,13.676123,13.977658
868,-20.420801,27.711248,48.13205
869,-7.982774,39.543465,47.526237
870,-1.5641012,31.244818,32.808918
871,-28.354399,-17.643671,10.710728
872,29.432087,19.385199,10.046888
873,72.29118,30.726751,41.56443
874,-98.17468,30.530737,128.70541
875,25.316023,17.24085,8.075172
876,-39.80847,25.428991,65.237465
877,-85.704956,29.602728,115.307686
878,23.72787,27.227865,3.4999943
879,-30.663563,2.4733949,33.13696
880,-25.171701,-17.444391,7.72731
881,-22.606253,-3.8607116,18.74554
882,43.795944,-9.527216,53.32316
883,12.401066,37.364815,24.963749
884,1.9162533,16.811308,14.895055
885,-29.680702,-24.931738,4.7489643
886,35.38978,40.279793,4.8900146
887,-18.189308,26.040304,44.229614
888,-59.957428,-33.497,26.460426
889,-20.423458,29.03156,49.455017
890,-629.26654,29.190283,658.45685
891,75.00193,-19.227716,94.229645
892,5.8055677,-23.371637,29.177204
893,-127.48341,25.77027,153.25368
894,-30.083317,-61.25689,31.173573
895,14.065338,35.97303,21.907692
896,-12.14419,25.951117,38.095306
897,19.911299,35.456367,15.545069
898,1.6101547,16.641356,15.0312
899,0.15844928,-24.03393,24.192379
900,-16.497787,5.9519715,22.449759
901,11.702647,41.937447,30.234798
902,-20.403284,22.19251,42.595795
903,-7.2036943,0.12769164,7.331386
904,8.89039,21.381659,12.491268
905,-318.273,-17.17193,301.10107
906,-30.65303,-1.7518173,28.901213
907,29.906984,32.206367,2.2993832
908,-19.79619,30.380072,50.17626
909,22.01209,-21.016352,43.028442
910,3.988414,-10.741449,14.729863
911,11.878693,20.191717,8.3130245
912,3.4013743,24.856665,21.45529
913,-15.58364,-10.241755,5.3418856
914,-48.4984,28.538153,77.03655
915,-1.3491834,1.9325012,3.2816846
916,0.9276464,17.498877,16.57123
917,-38.077526,4.9223695,42.999897
918,-9.142505,13.011419,22.153923
919,13.857171,21.677008,7.8198366
920,29.276075,26.815954,2.4601212
921,-12.151804,15.284674,27.436478
922,-21.547516,-15.2278385,6.3196774
923,6.2943354,10.42597,4.1316347
924,24.270264,29.922552,5.6522884
925,28.327356,39.54853,11.221174
926,14.788131,31.249456,16.461327
927,14.72015,31.096441,16.376291
928,21.610598,-9.228144,30.838741
929,9.928084,-3.8696837,13.797768
930,-47.48132,-46.52746,0.95386124
931,48.158974,25.63413,22.524843
932,32.372055,33.526558,1.1545029
933,-2.068326,25.412146,27.480473
934,12.598515,-15.027643,27.626158
935,24.08723,36.000618,11.913387
936,-0.12554653,-28.183527,28.05798
937,63.385624,33.056038,30.329586
938,41.027794,26.656897,14.370897
939,-24.723076,30.578558,55.301636
940,-42.237194,1.997229,44.234425
941,6.9477587,-5.0530334,12.000792
942,30.602016,28.01499,2.5870266
943,72.348595,28.81458,43.53401
944,44.32841,43.881416,0.44699478
945,-4.0221243,19.940374,23.962498
946,50.96364,29.039862,21.923777
947,-46.01409,21.110449,67.12454
948,-19.01003,17.68189,36.69192
949,7.5229783,13.9163265,6.393348
950,-7.383491,-5.177667,2.205824
951,-8.990021,23.917578,32.9076
952,29.655045,20.225714,9.429331
953,-1.6666396,-0.50213015,1.1645094
954,6.8061986,27.689367,20.88317
955,-13.871608,21.116095,34.9877
956,9.89748,-18.729425,28.626905
957,-3.9371018,-32.40972,28.47262
958,30.614635,25.499212,5.115423
959,-1369.6597,29.390936,1399.0507
960,122.52453,-9.847956,132.37248
961,1.3982285,23.240423,21.842196
962,49.516438,-9.722101,59.23854
963,-29.647968,22.434942,52.08291
964,-18.53148,-11.17602,7.355461
965,7.5808887,25.061132,17.480244
966,4.724879,26.202856,21.477978
967,28.264465,21.255255,7.0092106
968,45.81839,44.749397,1.0689926
969,-14.661101,8.730841,23.391941
970,-10.883366,-25.88122,14.997854
971,35.181236,34.48664,0.69459534
972,-44.990917,-1.4243714,43.566547
973,4.4286933,31.024786,26.596092
974,16.62708,-5.2599425,21.887024
975,-26.050573,2.8742738,28.924847
976,-16.721024,37.689156,54.41018
977,-12.3641,22.835745,35.199844
978,1.4524299,28.978582,27.526152
979,-3.9124305,3.157721,7.0701513
980,20.78827,12.866163,7.9221077
981,-14.965915,12.994238,27.960152
982,32.732353,20.37113,12.361223
983,43.823677,28.98725,14.836428
984,-7.64605,17.470709,25.116758
985,71.53187,29.25379,42.278076
986,13.60985,27.320807,13.710957
987,6.291524,25.379522,19.087997
988,11.868594,-33.923664,45.79226
989,12.98577,4.3081493,8.677621
990,35.87063,7.35832,28.512308
991,57.02838,-25.96004,82.98842
992,10.692542,-41.49117,52.183712
993,-18.515993,8.646528,27.162521
994,-23.341732,-33.19057,9.848839
995,19.15005,-31.928423,51.078472
996,-5.7145,16.519453,22.233953
997,17.64632,20.421675,2.7753544
998,2.977349,-35.124714,38.102062
999,34.188026,30.832685,3.355341
1000,0.7038312,-17.696428,18.400259
1001,-7.047151,-8.783403,1.7362523
1002,-24.015703,-19.306597,4.7091064
1003,20.015644,27.215742,7.200098
1004,30.664148,22.2144,8.449749
1005,-40.33439,-2.3336966,38.00069
1006,-41.772903,8.933149,50.706055
1007,-26.986519,23.071577,50.058098
1008,-2.7164881,-24.14644,21.429953
1009,36.797638,-40.161213,76.95885
1010,-23.374754,11.591536,34.96629
1011,209.64345,-37.75765,247.4011
1012,55.3893,26.055952,29.33335
1013,22.149067,4.760298,17.38877
1014,-11.723913,-43.304523,31.58061
1015,-27.977015,-4.0019093,23.975105
1016,-2.0889266,2.4494455,4.538372
1017,23.388248,-21.238115,44.626366
1018,7.3852587,29.4196,22.03434
1019,-48.83253,-19.66878,29.163752
1020,19.414223,2.641279,16.772943
1021,16.348513,-41.234455,57.58297
1022,-3.8264132,25.82646,29.652874
1023,-64.60984,-10.747759,53.862083
1024,21.89092,-30.065508,51.95643
1025,-54.237667,18.88072,73.118385
1026,39.352127,43.029583,3.677456
1027,24.766144,-51.726276,76.49242
1028,15.020611,6.8310375,8.189573
1029,-21.116224,-26.816118,5.699894
1030,3.7422848,-29.280962,33.023247
1031,-6.3738155,12.80998,19.183796
1032,24.886665,-30.32979,55.216454
1033,-23.403414,28.63066,52.034073
1034,22.902151,-33.206867,56.109016
1035,32.900887,16.67253,16.228357
1036,-6.9754386,-18.000444,11.025005
1037,-20.370707,-10.629992,9.740715
1038,-36.365517,3.470991,39.836506
1039,-53.630703,-1.9457572,51.684944
1040,0.48548743,16.844648,16.359161
1041,-6.594461,-5.88048,0.71398115
1042,-43.38718,20.820967,64.208145
1043,-37.285316,7.656126,44.941444
1044,10.422712,-23.735552,34.158264
1045,-21.611633,31.239912,52.851547
1046,4.6241617,8.247602,3.6234407
1047,-16.287598,1.6575754,17.945173
1048,-2.212479,38.483074,40.695553
1049,33.79023,-43.53023,77.320465
1050,-7.884771,-33.101887,25.217115
1051,-10.730637,6.7091503,17.439787
1052,212.18674,-11.218828,223.40556
1053,44.842716,12.397627,32.44509
1054,35.23717,-24.858477,60.09565
1055,-21.548923,28.943892,50.492813
1056,-14.51803,-72.18465,57.66662
1057,3.4111664,-16.649248,20.060415
1058,25.081873,7.527876,17.553997
1059,-505.97192,-5.5125904,500.45932
1060,50.490673,-5.6880054,56.17868
1061,8.852731,-34.38033,43.23306
1062,-7.6716576,15.99626,23.667917
1063,58.663025,-29.62752,88.29054
1064,41.197464,-10.9103565,52.10782
1065,-24.751677,12.940657,37.692333
1066,-11.359423,-33.33089,21.971468
1067,29.851044,-37.634968,67.48601
1068,26.62848,27.654951,1.0264702
1069,-38.916176,-15.242815,23.67336
1070,10.804163,26.558882,15.754719
1071,8.354953,-36.841755,45.19671
1072,-21.883066,-20.854937,1.0281296
1073,-17.808218,36.73808,54.546295
1074,-21.47478,2.1785104,23.65329
1075,19.353104,-47.05074,66.40384
1076,15.157397,-22.193377,37.350773
1077,-16.401043,8.61186,25.012903
1078,25.302773,-26.634111,51.936882
1079,14.400841,-12.8530445,27.253885
1080,-0.630432,-32.139423,31.508991
1081,19.342028,-15.378008,34.720036
1082,9.886758,10.820051,0.93329334
1083,-45.979027,-47.12801,1.148983
1084,29.467249,24.048506,5.418743
1085,15.616392,36.394695,20.778303
1086,-59.312134,-11.487749,47.824387
1087,12.219828,-16.2856,28.505428
1088,2.0317624,12.890669,10.858907
1089,6.488067,-16.42769,22.915758
1090,38.35033,3.3076608,35.04267
1091,24.441185,14.408369,10.032816
1092,-15.487557,-71.626175,56.13862
1093,14.743366,-12.151445,26.894812
1094,-17.948866,-27.609697,9.660831
1095,32.152225,-32.64339,64.795616
1096,-14.431389,-16.745562,2.3141727
1097,-29.357069,27.392988,56.750057
1098,34.948185,-68.784744,103.732925
1099,-6.169326,12.9904,19.159725
1100,-33.743374,-12.486284,21.25709
1101,714.051,-47.046772,761.0978
1102,-13.946476,-0.06025906,13.886217
1103,6.84955,-91.4388,98.288345
1104,-12.550767,16.114546,28.665314
1105,-45.118835,-72.96443,27.845596
1106,-23.414864,-12.843004,10.571859
1107,-31.048563,-32.76131,1.7127476
1108,-50.379272,-13.725786,36.65349
1109,-1.5591501,-7.138323,5.5791726
1110,-8.469712,-4.9626026,3.5071096
1111,62.08333,8.703291,53.380035
1112,7.278937,13.4196,6.1406627
1113,-0.5883886,-28.232622,27.644234
1114,23.722403,-26.489824,50.212227
1115,17.271427,-10.935625,28.207052
1116,1.9989414,17.021101,15.02216
1117,-17.853853,11.384687,29.23854
1118,-17.885645,-9.378252,8.507393
1119,29.910593,-32.74837,62.658966
1120,12.634226,4.0414867,8.592739
1121,-57.81532,-27.519121,30.296198
1122,-13.101389,-28.740007,15.638618
1123,-30.558382,4.022291,34.580673
1124,20.678152,13.20854,7.469612
1125,-19.67055,6.181135,25.851685
1126,-24.20041,4.1450634,28.345474
1127,24.830507,-12.056536,36.887043
1128,-23.166353,4.542341,27.708694
1129,11.604499,-15.193377,26.797874
1130,5.5997744,-45.236164,50.835938
1131,-7.1021743,-28.775469,21.673294
1132,17.447123,-2.2373831,19.684505
1133,-19.664679,-48.73946,29.074781
1134,-5.71533,11.892805,17.608135
1135,26.008417,13.800001,12.208416
1136,12.060684,-2.7538626,14.814547
1137,31.101389,3.7673166,27.334072
1138,0.37972036,-26.58504,26.96476
1139,-5.7123322,-13.837267,8.124935
1140,-25.68769,-86.08919,60.401497
1141,18.866722,3.127485,15.739237
1142,22.097023,15.53813,6.558893
1143,45.725784,16.862776,28.863008
1144,-48.24641,-70.44673,22.200321
1145,-12.005164,-9.059526,2.9456377
1146,12.597829,22.258589,9.66076
1147,11.876556,-8.877153,20.75371
1148,41.180264,-16.909258,58.089523
1149,-36.448948,-7.4831104,28.965837
1150,0.7379014,-13.266802,14.0047035
1151,-20.18524,-0.24040432,19.944836
1152,5.407156,-18.568193,23.97535
1153,43.8334,38.578167,5.255234
1154,16.652243,-16.42476,33.077003
1155,-11.994038,-0.90925807,11.08478
1156,1.0464861,-76.73421,77.78069
1157,-20.547945,5.490034,26.03798
1158,36.287086,-25.075762,61.362846
1159,-31.859093,-17.816607,14.042486
1160,-27.817755,-13.819414,13.998341
1161,-12.184536,-22.970293,10.785757
1162,18.40729,-14.011187,32.418476
1163,27.338375,-24.683672,52.02205
1164,45.27389,-35.405476,80.67937
1165,29.928818,-4.8319263,34.760742
1166,-30.368141,3.3119333,33.680073
1167,10.467735,0.7676218,9.700113
1168,22.678406,-8.587236,31.265642
1169,29.695309,57.47282,27.777512
1170,-12.4598675,-6.4171925,6.042675
1171,14.182269,-4.8487415,19.03101
1172,2.66386,37.491375,34.827515
1173,-33.33605,2.0160959,35.352142
1174,15.119856,18.998762,3.8789062
1175,40.000317,16.92137,23.078947
1176,-1.0047003,-19.201006,18.196306
1177,7.4409866,14.811384,7.3703976
1178,-73.30658,-37.614826,35.691753
1179,28.159307,-39.367817,67.52712
1180,0.5800935,-0.19362088,0.77371436
1181,16.729792,-21.528582,38.258373
1182,36.919155,11.426008,25.493147
1183,142.96431,7.6121044,135.3522
1184,39.180172,-44.185383,83.365555
1185,-4.164427,-7.8376637,3.6732368
1186,39.591103,-18.814287,58.405388
1187,-0.99945825,-8.845049,7.8455906
1188,-18.965036,21.092756,40.057793
1189,31.25941,-1.6600516,32.919464
1190,-39.58262,-29.919542,9.663076
1191,16.590782,-20.925005,37.515785
1192,97.223854,-12.187212,109.411064
1193,23.010513,-6.6879444,29.698458
1194,11.027664,-41.01888,52.046543
1195,2.7520206,-17.116533,19.868553
1196,14.402508,-8.699053,23.10156
1197,-42.15296,-13.321123,28.831839
1198,-36.84006,20.487349,57.327408
1199,-4.5790877,17.099043,21.678131
1200,9.40697,5.4890575,3.9179125
1201,-27.367487,-32.5118,5.144312
1202,-4.695824,-32.967365,28.271542
1203,4.667347,-17.944536,22.611883
1204,-51.202515,-23.815325,27.38719
1205,24.54504,-44.711872,69.25691
1206,-14.168628,-24.441484,10.272857
1207,-16.453304,15.35478,31.808084
1208,18.798882,19.027113,0.22823143
1209,0.11136775,-31.74483,31.856197
1210,1.715575,-17.88112,19.596695
1211,24.581532,19.655561,4.92597
1212,70.91887,-37.97188,108.89075
1213,3.481645,-63.66451,67.14616
1214,1.2857879,-73.2596,74.54539
1215,-29.94929,-10.443621,19.505669
1216,18.43545,-32.734455,51.169907
1217,-8.94169,-16.16054,7.218849
1218,45.08523,4.4506664,40.634567
1219,-0.5966836,10.230635,10.827318
1220,-55.703304,-19.615068,36.088234
1221,-13.585516,-78.123856,64.53834
1222,7.920991,-49.63387,57.55486
1223,11.650258,-6.596819,18.247078
1224,-5.1762624,-26.220537,21.044275
1225,-0.09489192,-46.57027,46.47538
1226,7.351319,-36.874043,44.22536
1227,13.784697,-26.012163,39.79686
1228,7.582651,-25.892412,33.475063
1229,7.1758122,1.051069,6.1247435
1230,21.674953,25.65904,3.984087
1231,10.21244,-12.738726,22.951164
1232,-94.41691,-54.540913,39.875996
1233,-8.336206,3.919111,12.255318
